C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_37_651.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_37_651.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_37_651.jpg, 0, 0, 0, 8.202669E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_37_752.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_37_752.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_37_752.jpg, 0, 0, 0, 8.262123E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_37_854.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_37_854.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_37_854.jpg, 0, 0, 0, 8.231244E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_37_955.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_37_955.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_37_955.jpg, 0, 0, 0, 8.195364E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_38_056.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_38_056.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_38_056.jpg, 0, 0, 0, 8.183844E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_38_158.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_38_158.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_38_158.jpg, 0, 0, 0, 8.194823E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_38_259.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_38_259.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_38_259.jpg, 0, 0, 0, 8.235913E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_38_359.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_38_359.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_38_359.jpg, 0, 0, 0, 8.162064E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_38_462.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_38_462.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_38_462.jpg, 0, 0, 0, 8.167188E-05
C:\Users\pc\Desktop\Self-Driving Data\IMG\center_2020_11_15_22_55_38_563.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\left_2020_11_15_22_55_38_563.jpg, C:\Users\pc\Desktop\Self-Driving Data\IMG\right_2020_11_15_22_55_38_563.jpg, 0, 0, 0, 8.180769E-05
